pr_number,pr_url,build_id,build_name,build_url,commit_sha,build_started_at,build_completed_at,pr_created_at,pr_author,has_unrelated_discussion,num_associated_comments,num_parallel_issues,num_prior_comments,ci_latency_days,has_code_patch,is_shared_same_emsg,num_similar_failures,has_config_files,config_files_count,config_lines_added,config_lines_deleted,config_lines_modified,has_source_code,source_code_files_count,source_code_lines_added,source_code_lines_deleted,source_code_lines_modified,label,label_reason
44594,https://github.com/keycloak/keycloak/pull/44594,56921594149,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/19861545449/job/56921594149,bc338c2fd38e65a0736c4771ce9d7f2b9cdb2bb3,2025-12-02T15:29:24Z,2025-12-02T15:29:45Z,2025-12-01T22:31:18Z,keshavprashantdeshpande,False,0,9,0,0.7070138888888889,False,False,0,False,0,0,0,0,True,1,0,1,1,N,No clear unrelated indicator
44065,https://github.com/keycloak/keycloak/pull/44065,55279594503,label,https://github.com/keycloak/keycloak/actions/runs/19326728567/job/55279594503,3fea1a2aef38793666dc1c883edee14d7e6d61a9,2025-11-13T09:25:36Z,2025-11-13T09:25:41Z,2025-11-10T09:39:00Z,vaceksimon,False,0,9,0,2.9906944444444443,False,False,0,True,1,39,4,43,False,0,0,0,0,N,No clear unrelated indicator
44825,https://github.com/keycloak/keycloak/pull/44825,57740047224,Account UI,https://github.com/keycloak/keycloak/actions/runs/20120709887/job/57740047224,8909d3578f429011bef6bb2c5a47678231933dab,2025-12-11T03:14:20Z,2025-12-11T03:15:03Z,2025-12-11T03:14:00Z,dependabot[bot],False,1,21,0,0.0002314814814814,False,False,0,True,9,875,1206,2081,False,0,0,0,0,N,No clear unrelated indicator
44989,https://github.com/keycloak/keycloak/pull/44989,58420205990,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/20333676199/job/58420205990,6c6c54051977b81bb7ce4bc17b926e93ca58febf,2025-12-18T11:22:03Z,2025-12-18T11:22:10Z,2025-12-18T10:20:42Z,vaceksimon,False,0,22,0,0.0426041666666666,False,False,0,True,1,1,1,2,False,0,0,0,0,N,No clear unrelated indicator
44755,https://github.com/keycloak/keycloak/pull/44755,57822006384,Test OLM installation,https://github.com/keycloak/keycloak/actions/runs/20137673505/job/57822006384,e59ee99888668dfbb62e06d2c35a92cc120f8a51,2025-12-11T19:23:00Z,2025-12-11T19:24:54Z,2025-12-08T17:31:09Z,ahus1,False,0,21,1,3.077673611111111,False,False,0,False,0,0,0,0,False,0,0,0,0,N,No clear unrelated indicator
43923,https://github.com/keycloak/keycloak/pull/43923,54441970322,Build,https://github.com/keycloak/keycloak/actions/runs/19061483372/job/54441970322,d63c3cdd98d5a2418ba85a90e0eff6eec39ffea0,2025-11-04T07:46:43Z,2025-11-04T07:47:41Z,2025-11-04T07:45:02Z,thomasdarimont,False,0,11,0,0.0011689814814814,False,False,0,False,0,0,0,0,True,10,39,38,77,N,No clear unrelated indicator
44326,https://github.com/keycloak/keycloak/pull/44326,56257991594,Store IT (tidb),https://github.com/keycloak/keycloak/actions/runs/19503361145/job/56257991594,87e67ab1800d68c18ee446da915db6521ce1a176,2025-11-24T18:29:37Z,2025-11-24T18:30:05Z,2025-11-19T11:57:56Z,rmartinc,False,0,9,0,5.272002314814815,False,False,0,False,0,0,0,0,True,19,620,158,778,N,No clear unrelated indicator
43046,https://github.com/keycloak/keycloak/pull/43046,51553040033,Status Check - Keycloak JavaScript CI,https://github.com/keycloak/keycloak/actions/runs/18116198363/job/51553040033,f37ce44c27cc205fd62991d1f4cba9281787293b,2025-09-30T02:16:22Z,2025-09-30T02:16:29Z,2025-09-30T01:54:42Z,dependabot[bot],False,1,27,0,0.0150462962962962,False,False,0,True,2,65,65,130,False,0,0,0,0,N,No clear unrelated indicator
44362,https://github.com/keycloak/keycloak/pull/44362,55960633649,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/19542370814/job/55960633649,6733f48769d8d0302fc11e92fa766e5c84ff015a,2025-11-20T16:56:51Z,2025-11-20T16:56:57Z,2025-11-20T15:25:20Z,vaceksimon,False,3,12,1,0.0635532407407407,False,False,0,True,11,52,34,86,True,288,1461,1061,2522,N,No clear unrelated indicator
43952,https://github.com/keycloak/keycloak/pull/43952,54562891002,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/19096957921/job/54562891002,e731df85294fb5587c75a8684618b2890cd64903,2025-11-05T09:55:08Z,2025-11-05T09:55:16Z,2025-11-05T07:48:55Z,ahus1,False,0,13,1,0.0876504629629629,True,False,0,False,0,0,0,0,True,2,3,4,7,N,No clear unrelated indicator
43652,https://github.com/keycloak/keycloak/pull/43652,53381427250,Status Check - Keycloak JavaScript CI,https://github.com/keycloak/keycloak/actions/runs/18717670629/job/53381427250,dc6d59ab1130a38b026e11ed942cd3c2b2be90d5,2025-10-22T13:26:30Z,2025-10-22T13:26:39Z,2025-10-22T13:23:55Z,stianst,False,0,9,0,0.0017939814814814,False,False,0,True,1,1,1,2,True,9,264,103,367,N,No clear unrelated indicator
44774,https://github.com/keycloak/keycloak/pull/44774,57537258101,Forms IT (firefox),https://github.com/keycloak/keycloak/actions/runs/20060728583/job/57537258101,75749816c520a59a7b1f011d878991d22f39e504,2025-12-09T10:51:42Z,2025-12-09T11:26:58Z,2025-12-09T10:46:10Z,stianst,False,0,10,0,0.0038425925925925,False,False,0,False,0,0,0,0,True,6,36,2,38,N,No clear unrelated indicator
44653,https://github.com/keycloak/keycloak/pull/44653,57098809825,Status Check - Keycloak JavaScript CI,https://github.com/keycloak/keycloak/actions/runs/19916412915/job/57098809825,b26f4c3f13520eef733788f6dd82f49aab24aea0,2025-12-04T04:05:33Z,2025-12-04T04:05:41Z,2025-12-04T03:14:15Z,dependabot[bot],False,1,17,0,0.035625,False,False,0,True,9,865,1191,2056,False,0,0,0,0,N,No clear unrelated indicator
